section,step,protocol,subject,fold,tail_balanced_acc,best_balanced_acc,last_balanced_acc,final_train_acc,status,env,source_log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",3.0,4.0,0.545,0.6179,0.525,0.7571,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",4.0,0.0,0.4546,0.5345,0.4155,0.6779,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",4.0,1.0,0.4581,0.5,0.4655,0.682,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",4.0,2.0,0.3065,0.4845,0.3083,0.6785,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",4.0,3.0,0.4186,0.475,0.475,0.7015,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",4.0,4.0,0.418,0.475,0.4381,0.6797,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",5.0,0.0,0.3907,0.4726,0.3798,0.6826,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",5.0,1.0,0.3575,0.4821,0.3167,0.6954,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",5.0,2.0,0.4538,0.5,0.4321,0.6264,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",5.0,3.0,0.3102,0.4167,0.3143,0.6495,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",5.0,4.0,0.424,0.475,0.4202,0.6711,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",6.0,0.0,0.34,0.4298,0.331,0.6438,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",6.0,1.0,0.3244,0.4321,0.3262,0.6651,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",6.0,2.0,0.4257,0.4595,0.4298,0.6654,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",6.0,3.0,0.3354,0.4464,0.3702,0.6497,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",6.0,4.0,0.3486,0.4417,0.3,0.7141,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",7.0,0.0,0.5944,0.6393,0.5845,0.8258,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",7.0,1.0,0.5673,0.619,0.5512,0.8479,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",7.0,2.0,0.606,0.6917,0.5845,0.7871,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",7.0,3.0,0.5573,0.6179,0.581,0.7877,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",7.0,4.0,0.5396,0.581,0.5274,0.8399,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",8.0,0.0,0.637,0.7083,0.7083,0.7907,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",8.0,1.0,0.6474,0.706,0.6881,0.8047,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",8.0,2.0,0.7084,0.7405,0.7214,0.8397,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",8.0,3.0,0.7137,0.7893,0.7536,0.8271,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",8.0,4.0,0.6198,0.7179,0.6214,0.7703,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",9.0,0.0,0.4857,0.5655,0.4643,0.761,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",9.0,1.0,0.5674,0.6024,0.5857,0.7174,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",9.0,2.0,0.3624,0.4476,0.4131,0.7389,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",9.0,3.0,0.4624,0.5429,0.4929,0.7444,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C0 baseline (clean),"stamp_induced flat weights, 5-fold CV, dropout 0.5",9.0,4.0,0.5019,0.5964,0.4869,0.7232,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c0_dropout05_5fold/artifacts/train_20260919_153852.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",1.0,0.0,0.5792,0.6202,0.5321,0.8783,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",1.0,1.0,0.5441,0.6179,0.531,0.8348,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",1.0,2.0,0.6755,0.725,0.656,0.8739,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",1.0,3.0,0.5743,0.6357,0.5988,0.8787,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",1.0,4.0,0.5801,0.6464,0.5762,0.8445,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",2.0,0.0,0.3602,0.4821,0.3417,0.8132,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",2.0,1.0,0.5721,0.6202,0.5488,0.8476,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",2.0,2.0,0.4514,0.5738,0.4333,0.8128,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",2.0,3.0,0.5642,0.6167,0.5667,0.809,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",2.0,4.0,0.4836,0.5393,0.4512,0.7973,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",3.0,0.0,0.6582,0.7274,0.6929,0.8999,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",3.0,1.0,0.6656,0.7083,0.6905,0.8784,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",3.0,2.0,0.6539,0.706,0.6369,0.9435,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",3.0,3.0,0.8556,0.9107,0.8393,0.9135,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",3.0,4.0,0.6319,0.7048,0.6167,0.8784,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",4.0,0.0,0.4346,0.5214,0.4179,0.7917,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",4.0,1.0,0.3267,0.4048,0.3143,0.8305,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",4.0,2.0,0.3611,0.45,0.3607,0.8308,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",4.0,3.0,0.3642,0.4036,0.331,0.7924,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",4.0,4.0,0.3553,0.4036,0.35,0.7748,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",5.0,0.0,0.3183,0.4321,0.2798,0.7086,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",5.0,1.0,0.3204,0.4238,0.3274,0.726,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",5.0,2.0,0.4071,0.4464,0.4119,0.7821,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",5.0,3.0,0.3601,0.4202,0.3512,0.7319,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",5.0,4.0,0.4248,0.494,0.406,0.7793,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",6.0,0.0,0.2715,0.4119,0.2595,0.7958,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",6.0,1.0,0.3116,0.4095,0.3107,0.744,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",6.0,2.0,0.3311,0.4762,0.3298,0.7781,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",6.0,3.0,0.3837,0.4405,0.4048,0.7792,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",6.0,4.0,0.2536,0.3679,0.2429,0.7836,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",7.0,0.0,0.5971,0.656,0.6202,0.8652,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",7.0,1.0,0.6619,0.7417,0.6583,0.9,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",7.0,2.0,0.5735,0.6738,0.5381,0.887,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",7.0,3.0,0.527,0.6714,0.5107,0.892,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",7.0,4.0,0.6645,0.7381,0.7024,0.8529,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",8.0,0.0,0.6075,0.7095,0.625,0.926,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",8.0,1.0,0.738,0.7774,0.725,0.8959,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",8.0,2.0,0.7348,0.7762,0.775,0.887,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",8.0,3.0,0.6095,0.6619,0.6321,0.879,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",8.0,4.0,0.6475,0.7048,0.6333,0.9003,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",9.0,0.0,0.6841,0.7226,0.6893,0.9263,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",9.0,1.0,0.7989,0.8321,0.7786,0.8867,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",9.0,2.0,0.7169,0.7452,0.7286,0.9347,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",9.0,3.0,0.6972,0.756,0.7024,0.8701,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C1,"stamp_induced learned:2 time weights, 5-fold CV, dropout 0.5",9.0,4.0,0.7658,0.8226,0.7702,0.9007,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c1_learned2/artifacts/train_20260919_192402.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",1.0,0.0,0.5724,0.6214,0.6214,0.9609,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",1.0,1.0,0.424,0.531,0.4155,0.9131,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",1.0,2.0,0.5237,0.5762,0.525,0.9348,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",1.0,3.0,0.5875,0.6345,0.5952,0.9349,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",1.0,4.0,0.5261,0.6476,0.6131,0.9827,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",2.0,0.0,0.3968,0.4786,0.3774,0.909,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",2.0,1.0,0.5013,0.5667,0.5476,0.9217,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",2.0,2.0,0.3652,0.456,0.3655,0.9127,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",2.0,3.0,0.4305,0.544,0.4429,0.922,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",2.0,4.0,0.49,0.5238,0.506,0.8745,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",3.0,0.0,0.5711,0.6214,0.5857,0.8913,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",3.0,1.0,0.628,0.7274,0.6226,0.9651,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",3.0,2.0,0.5787,0.6202,0.5679,0.9305,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",3.0,3.0,0.6576,0.7714,0.6667,0.9395,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",3.0,4.0,0.5108,0.5821,0.4762,0.9694,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",4.0,0.0,0.3342,0.3833,0.3083,0.891,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",4.0,1.0,0.4132,0.4655,0.4286,0.8826,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",4.0,2.0,0.2663,0.3583,0.3083,0.8999,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",4.0,3.0,0.3815,0.4357,0.3655,0.9352,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",4.0,4.0,0.4038,0.456,0.3845,0.8917,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",5.0,0.0,0.2373,0.35,0.2619,0.9347,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",5.0,1.0,0.4762,0.5536,0.4845,0.8782,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",5.0,2.0,0.3781,0.4131,0.3619,0.913,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",5.0,3.0,0.3344,0.4393,0.35,0.8832,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",5.0,4.0,0.3787,0.4369,0.3476,0.9395,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",6.0,0.0,0.2794,0.3417,0.2905,0.8827,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",6.0,1.0,0.4376,0.519,0.4631,0.874,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
